1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,11,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,11,1,1,62,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,11,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,12,1,1,11,1,1,1,1,1,11,1,1,1,1,1,1,1
1,1,1,1,12,1,1,62,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,11,1,1,11,12,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,12,1,1,12,12,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,12,1,1,11,12,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,11,1,1,11,1,1,1,1,1,11,1,1,1,1,1,1,1
1,1,1,1,11,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,11,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,11,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,11,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
